sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,optE,category,usedFor,lang,source,name
33,1,https://i.imgur.com/Fec7xx5.png,,1,https://i.imgur.com/Fts9P1q.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
34,3,https://i.imgur.com/ULIFRZS.png,,"1, 2",https://i.imgur.com/5tOOWai.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
35,3,https://i.imgur.com/rZOvRvd.png,,2,https://i.imgur.com/8utCrik.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
36,1,https://i.imgur.com/ekWyeJh.png,,2,https://i.imgur.com/Yo5xKmr.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
37,3,https://i.imgur.com/uGe5cjk.png,,2,https://i.imgur.com/bPqgOLP.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
38,1,https://i.imgur.com/zcjeoih.png,,1,https://i.imgur.com/gdlHYbI.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
39,1,https://i.imgur.com/YoBsc5S.png,,2,https://i.imgur.com/jnAMo3J.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
40,3,https://i.imgur.com/5fiAWwb.png,,"1, 2",https://i.imgur.com/QG7N3AM.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
41,4,https://i.imgur.com/pPrgU3U.png,,"1, 2",https://i.imgur.com/tKh1mTk.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
42,2,https://i.imgur.com/JKijyZH.png,,2,https://i.imgur.com/uIHxiCu.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
43,1,https://i.imgur.com/rIhaq0M.png,,2,https://i.imgur.com/WJUDal9.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
44,1,https://i.imgur.com/MhUcjr1.png,,1,https://i.imgur.com/qEqcviQ.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
45,1,https://i.imgur.com/Fudluya.png,,1,https://i.imgur.com/1DAZwxU.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
1,b,https://i.imgur.com/baHLsOj.png,,,https://i.imgur.com/HcQLrIv.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
2,d,https://i.imgur.com/KWoiRNq.png,,,https://i.imgur.com/0jrwz9h.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
3,d,https://i.imgur.com/NiFntBE.png,,,https://i.imgur.com/wDNYgF2.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
4,c,https://i.imgur.com/7oxLwES.png,,,https://i.imgur.com/DqtdYtD.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
5,c,https://i.imgur.com/v4gZIJd.png,,,https://i.imgur.com/pLkUeti.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
6,c,https://i.imgur.com/AVZVV28.png,,,https://i.imgur.com/Nj1yMWC.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
7,b,https://i.imgur.com/ty9sOms.png,,,https://i.imgur.com/jRbfl43.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
8,a,https://i.imgur.com/3kV8qhj.png,,,https://i.imgur.com/yDReWwX.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
9,c,https://i.imgur.com/cHrjbjb.png,,,https://i.imgur.com/KyNcrUL.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
10,a,https://i.imgur.com/LB3EifR.png,,,https://i.imgur.com/dGdexWR.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
11,b,https://i.imgur.com/XUoLlWU.png,,,https://i.imgur.com/qqGIXn1.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
12,a,https://i.imgur.com/3NZcQSD.png,,,https://i.imgur.com/odYvvXa.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
13,c,https://i.imgur.com/WyvNLto.png,,,https://i.imgur.com/XwYcial.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
14,c,https://i.imgur.com/oKMnCJt.png,,,https://i.imgur.com/x3euC8Q.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
15,c,https://i.imgur.com/XS69y8h.png,,,https://i.imgur.com/Br1cTQo.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
16,b,https://i.imgur.com/rygXSrK.png,,,https://i.imgur.com/fmbr7he.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
17,c,https://i.imgur.com/Mw8WINw.png,,,https://i.imgur.com/FYqZ8Pn.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
18,c,https://i.imgur.com/dH9IJr7.png,,,https://i.imgur.com/ot8xSDq.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
19,b,https://i.imgur.com/sLBUzHR.png,,,https://i.imgur.com/2fmxCEu.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
20,c,https://i.imgur.com/C79FBZ9.png,,,https://i.imgur.com/ey0yGDM.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
21,c,https://i.imgur.com/ibYFh3l.png,,,https://i.imgur.com/SLYmqf2.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
22,a,https://i.imgur.com/kx8lzbj.png,,,https://i.imgur.com/mC2iaXJ.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
23,a,https://i.imgur.com/5DCNPTm.png,,,https://i.imgur.com/WSyDbCe.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
24,c,https://i.imgur.com/EsSZs6q.png,,,https://i.imgur.com/xPVrKEB.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
25,d,https://i.imgur.com/XiJzncy.png,,,https://i.imgur.com/JTaCNEQ.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
26,a,https://i.imgur.com/Vgzo9vz.png,,,https://i.imgur.com/hy3pQKX.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
27,d,https://i.imgur.com/xqPY4YY.png,,,https://i.imgur.com/eR3yvO2.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
28,c,https://i.imgur.com/H78l6RI.png,,,https://i.imgur.com/gbTbe2U.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
29,b,https://i.imgur.com/lpoWTQH.png,,,https://i.imgur.com/5bYkG6b.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
30,a,https://i.imgur.com/AZsBgm5.png,,,https://i.imgur.com/393GbjY.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
31,b,https://i.imgur.com/Oy3k20p.png,,,https://i.imgur.com/xm94Mwk.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
32,b,https://i.imgur.com/jn69oWa.png,,,https://i.imgur.com/wPMSkZa.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
33,b,https://i.imgur.com/J4m5thZ.png,,,https://i.imgur.com/Gxa6RqN.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
34,a,https://i.imgur.com/aHlPwGF.png,,,https://i.imgur.com/Wro4BIl.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
35,a,https://i.imgur.com/CBkUgzD.png,,,https://i.imgur.com/CYM7MmZ.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
36,a,https://i.imgur.com/GUoM0rt.png,,,https://i.imgur.com/sJ7zm59.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
37,d,https://i.imgur.com/xH5Gg4z.png,,,https://i.imgur.com/n1lpeap.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
38,a,https://i.imgur.com/CE4Y0ci.png,,,https://i.imgur.com/aJI2EXE.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
39,a,https://i.imgur.com/lshxbrV.png,,,https://i.imgur.com/y8GN2CI.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
40,d,https://i.imgur.com/ZwDtgGh.png,,,https://i.imgur.com/kArw6oI.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
41,c,https://i.imgur.com/7SadMaf.png,,,https://i.imgur.com/PC2oOHv.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
42,b,https://i.imgur.com/oNqlv4f.png,,,https://i.imgur.com/uB05hXu.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
43,b,https://i.imgur.com/eLN6pjZ.png,,,https://i.imgur.com/h6miffl.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
44,b,https://i.imgur.com/rHiqU9l.png,,,https://i.imgur.com/wKcwKZ8.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
45,a,https://i.imgur.com/83etzVR.png,,,https://i.imgur.com/QnrlHkg.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
46,c,https://i.imgur.com/AlRJHXk.png,,,https://i.imgur.com/R84kHBr.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
47,a,https://i.imgur.com/7sFNMnY.png,,,https://i.imgur.com/rJu4w4q.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
48,d,https://i.imgur.com/JG2cfeV.png,,,https://i.imgur.com/6pDsqTX.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
49,c,https://i.imgur.com/i0wI9Hl.png,,,https://i.imgur.com/kOnRVWQ.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
50,a,https://i.imgur.com/w8cyR2k.png,,,https://i.imgur.com/YTX6iQa.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
51,b,https://i.imgur.com/gKBgyrn.png,,,https://i.imgur.com/sAmDG1X.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
52,a,https://i.imgur.com/fj1YVVW.png,,,https://i.imgur.com/954cBVQ.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
53,a,https://i.imgur.com/eLvL8cw.png,,,https://i.imgur.com/1h6pHTg.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
54,b,https://i.imgur.com/UJrt4BA.png,,,https://i.imgur.com/NXKYFAy.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
55,d,https://i.imgur.com/LtjgOOJ.png,,,https://i.imgur.com/5v5ZGYY.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
56,b,https://i.imgur.com/CnpZwOE.png,,,https://i.imgur.com/xY4c2P0.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
57,d,https://i.imgur.com/KsNwceS.png,,,https://i.imgur.com/G3blZI8.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
58,c,https://i.imgur.com/8WeruKT.png,,,https://i.imgur.com/PmfRcTx.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
59,a,https://i.imgur.com/t8hxSNu.png,,,https://i.imgur.com/Xr2rbqX.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
60,b,https://i.imgur.com/Ui0Zkdy.png,,,https://i.imgur.com/x6EFB31.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
61,a,https://i.imgur.com/IpGz3Pu.png,,,https://i.imgur.com/ykbnrFl.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
62,c,https://i.imgur.com/eiDb62b.png,,,https://i.imgur.com/bP7XntU.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
63,a,https://i.imgur.com/Lwr5RsU.png,,,https://i.imgur.com/2TNmO4k.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
64,a,https://i.imgur.com/DkFC4Ll.png,,,https://i.imgur.com/w9zOPjJ.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
65,d,https://i.imgur.com/iIrrViK.png,,,https://i.imgur.com/5jn2O3k.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
66,b,https://i.imgur.com/gznaYkI.png,,,https://i.imgur.com/Rzv1gsU.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
67,b,https://i.imgur.com/3tovfLI.png,,,https://i.imgur.com/EhbujNc.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
68,b,https://i.imgur.com/xsdn0gu.png,,,https://i.imgur.com/4XtT1eb.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
69,b,https://i.imgur.com/WSTROJ7.png,,,https://i.imgur.com/ZwxNSKj.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
70,d,https://i.imgur.com/qJsKGgJ.png,,,https://i.imgur.com/kW23rHy.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
71,a,https://i.imgur.com/k9vhSEZ.png,,,https://i.imgur.com/j37AxwC.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
72,b,https://i.imgur.com/5041qjN.png,,,https://i.imgur.com/7VEacET.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
73,b,https://i.imgur.com/Y8uty09.png,,,https://i.imgur.com/r3vW5VQ.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
74,d,https://i.imgur.com/86Cy7bl.png,,,https://i.imgur.com/kQStxRZ.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
75,d,https://i.imgur.com/PzQR8ya.png,,,https://i.imgur.com/a64KyhM.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
76,c,https://i.imgur.com/JRs8ZsZ.png,,,https://i.imgur.com/ejj0QKm.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
77,c,https://i.imgur.com/8PpvONH.png,,,https://i.imgur.com/eQiRMX6.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
78,d,https://i.imgur.com/iyQYt7m.png,,,https://i.imgur.com/EELO8yH.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
79,b,https://i.imgur.com/BSRy5ec.png,,,https://i.imgur.com/0hFpxiU.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
80,c,https://i.imgur.com/Q2DXy2W.png,,,https://i.imgur.com/L0mMPlR.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
81,d,https://i.imgur.com/iahpcTt.png,,,https://i.imgur.com/ZDySb4d.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
82,d,https://i.imgur.com/Jun5qea.png,,,https://i.imgur.com/RXBDz5F.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
83,b,https://i.imgur.com/tRTUh7z.png,,,https://i.imgur.com/Fz4KQJ4.png,Maths,A,B,C,D,,1.1,RRB,Hindi,RRB,Age
