sl.no.,correct,QuestionLink,direction,explanation,section_type,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name,sl. No.
1,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (01).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (01).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
2,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (02).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (02).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
3,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (03).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (03).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
4,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (04).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (04).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
5,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (05).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (05).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
6,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (06).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (06).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
7,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (07).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (07).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
8,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (08).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (08).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
9,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (09).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (09).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
10,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (10).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (10).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
11,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (11).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (11).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
12,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (12).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (12).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
13,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (13).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (13).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
14,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (14).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (14).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
15,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (15).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (15).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
16,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (16).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (16).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
17,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (17).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (17).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
18,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (18).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (18).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
19,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (19).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (19).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
20,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (20).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (20).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
21,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (21).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (21).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
22,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (22).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (22).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
23,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (23).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (23).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
24,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (24).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (24).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
25,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (25).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (25).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
26,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (26).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (26).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
27,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (27).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (27).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
28,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (28).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (28).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
29,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (29).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (29).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
30,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (30).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (30).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
31,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (31).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (31).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
32,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (32).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (32).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
33,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (33).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (33).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
34,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (34).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (34).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
35,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (35).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (35).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
36,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/1 (36).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/1 (36).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
1,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (01).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (01).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
2,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (02).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (02).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
3,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (03).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (03).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
4,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (04).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (04).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
5,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (05).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (05).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
6,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (06).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (06).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
7,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (07).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (07).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
8,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (08).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (08).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
9,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (09).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (09).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
10,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (10).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (10).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
11,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (11).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (11).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
12,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (12).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (12).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
13,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (13).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (13).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
15,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (14).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (14).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
16,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (15).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (15).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
17,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (16).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (16).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
18,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (17).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (17).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
19,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (18).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (18).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
20,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (19).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (19).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
21,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (20).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (20).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
22,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (21).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (21).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
23,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (22).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (22).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
24,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (23).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (23).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
25,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (24).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (24).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
26,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (25).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (25).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
27,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (26).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (26).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
28,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (27).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (27).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
29,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (28).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (28).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
30,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (29).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (29).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
31,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (30).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (30).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
32,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (31).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (31).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
33,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (32).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (32).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
34,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/2 (33).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/2 (33).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
1,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (01).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (01).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
2,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (02).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (02).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
3,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (03).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (03).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
4,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (04).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (04).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
5,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (05).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (05).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
6,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (06).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (06).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
7,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (07).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (07).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
8,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (08).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (08).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
9,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (09).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (09).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
10,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (10).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (10).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
11,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (11).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (11).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
12,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (12).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (12).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
13,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (13).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (13).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
14,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (14).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (14).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
15,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (15).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (15).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
16,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (16).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (16).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
17,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (17).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (17).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
18,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (18).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (18).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
19,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (19).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (19).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
20,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (20).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (20).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
21,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (21).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (21).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
22,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (22).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (22).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
23,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (23).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (23).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
24,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (24).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (24).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
25,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (25).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (25).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
26,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (26).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (26).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
27,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (27).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (27).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
28,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (28).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (28).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
29,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (29).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (29).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
30,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/3 (30).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/3 (30).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
1,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/4 (01).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/4 (01).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
2,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/4 (02).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/4 (02).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
3,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/4 (03).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/4 (03).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
4,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/4 (04).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/4 (04).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
5,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5 question/4 (05).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch5  soll/4 (05).png,GK,5.1,,,A,B,C,D,,RRB,Bi,Kiran,Physical Geography,
