sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name,Unnamed: 18,Unnamed: 19
39,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (39).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (39).png,Maths_IIT,26.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
40,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (40).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (40).png,Maths_IIT,26.1,6,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
41,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (41).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (41).png,Maths_IIT,26.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
42,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (42).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (42).png,Maths_IIT,26.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
43,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (43).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (43).png,Maths_IIT,26.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
44,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (44).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (44).png,Maths_IIT,26.1,11,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
45,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (45).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (45).png,Maths_IIT,26.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
46,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (46).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (46).png,Maths_IIT,26.1,4,D,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
47,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (47).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (47).png,Maths_IIT,26.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
48,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (48).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (48).png,Maths_IIT,26.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
49,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 QUES/1 (49).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 26 SOL/1 (49).png,Maths_IIT,26.1,2,D,A,B,C,D,,JEE,Eng,WileyBrand,Three Dimensional Geometry,,
1,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (01).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (01).png,Maths_IIT,27.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
2,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (02).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (02).png,Maths_IIT,27.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
3,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (03).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (03).png,Maths_IIT,27.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
4,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (04).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (04).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
5,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (05).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (05).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
6,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (06).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (06).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
7,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (07).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (07).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
9,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (09).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (09).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
10,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (10).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (10).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
11,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (11).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (11).png,Maths_IIT,27.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
12,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (12).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (12).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
13,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (13).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (13).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
14,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (14).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (14).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
15,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (15).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (15).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
16,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (16).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (16).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
17,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (17).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (17).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
18,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (18).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (18).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
20,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (20).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (20).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
21,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (21).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (21).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
22,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (22).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (22).png,Maths_IIT,27.1,3,D,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
23,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (23).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (23).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
24,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (24).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (24).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
25,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (25).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (25).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
26,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (26).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (26).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
27,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (27).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (27).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
28,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (28).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (28).png,Maths_IIT,27.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
29,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (29).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (29).png,Maths_IIT,27.1,2,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
30,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (30).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (30).png,Maths_IIT,27.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
32,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (32).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (32).png,Maths_IIT,27.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
34,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (34).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (34).png,Maths_IIT,27.1,5,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
35,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (35).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (35).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
36,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (36).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (36).png,Maths_IIT,27.1,5,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
37,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (37).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (37).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
38,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (38).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (38).png,Maths_IIT,27.1,5,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
39,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (39).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (39).png,Maths_IIT,27.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
40,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (40).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (40).png,Maths_IIT,27.1,5,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
42,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (42).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (42).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
43,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (43).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (43).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
44,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (44).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (44).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
45,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (45).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (45).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
46,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (46).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (46).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
47,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (47).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (47).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
48,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (48).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (48).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
49,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (49).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (49).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
50,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (50).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (50).png,Maths_IIT,27.1,5,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
51,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (51).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (51).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
52,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (52).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (52).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
53,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (53).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (53).png,Maths_IIT,27.1,7,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
54,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (54).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (54).png,Maths_IIT,27.1,7,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
55,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (55).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (55).png,Maths_IIT,27.1,7,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
56,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (56).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (56).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
57,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (57).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (57).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
58,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (58).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (58).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
59,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (59).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (59).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
60,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (60).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (60).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
61,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (61).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (61).png,Maths_IIT,27.1,5,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
62,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (62).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (62).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
63,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (63).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (63).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
64,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (64).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (64).png,Maths_IIT,27.1,7,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
66,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (66).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (66).png,Maths_IIT,27.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
67,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (67).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (67).png,Maths_IIT,27.1,5,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
68,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (68).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (68).png,Maths_IIT,27.1,5,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
69,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (69).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (69).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
70,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (70).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (70).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
71,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (71).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (71).png,Maths_IIT,27.1,7,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
73,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (73).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (73).png,Maths_IIT,27.1,7,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
74,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (74).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (74).png,Maths_IIT,27.1,7,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
75,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (75).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (75).png,Maths_IIT,27.1,7,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
76,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (76).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (76).png,Maths_IIT,27.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
77,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (77).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (77).png,Maths_IIT,27.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
78,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (78).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (78).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
79,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (79).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (79).png,Maths_IIT,27.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
80,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (80).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (80).png,Maths_IIT,27.1,7,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
81,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (81).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (81).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
82,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (82).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (82).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
83,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (83).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (83).png,Maths_IIT,27.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
84,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (84).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (84).png,Maths_IIT,27.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
85,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (85).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (85).png,Maths_IIT,27.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
86,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (86).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (86).png,Maths_IIT,27.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
89,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (89).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (89).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
90,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 ques/1 (90).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 27 sol/1 (90).png,Maths_IIT,27.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Probability,,
